;review_text;sentiment;price;service;food
5454;if you're in the area and are looking for a good sushi restaurant i'd recommend you try sakana out;;;;
5455;there is absolutely no point in coming here if you come late or do not have a daybed;;;;
5456;you won't have anywhere to put your stuff which is a nuisance;;;;
5457;there is bag check but the lines are long;;;;
5458;plus sometimes you don't want to stand the entire time in the pool after standing in the long lines in the sun;;;;
5459;i saw a girl get hooked up to an iv and taken out on a wheelchair;;;;
5460;stay classy vegas;;;;
5461;also;;;;
5462;the water gets murky after a while;;;;
5463;do you really want to go in there?  you would be putting yourself at risk for foot fungus or stds;;;;
5464;if you do decide to go here you can go in with full-fledged self-confidence because people will flaunt their stretch marks cellulite and other goodies;;;;
5465;this place is gross;;;;
5466;it was understaffed;;;;
5467;i was given a super dry day old chicken in my ceasar salad;;;;
5468;the water made me sick;;;;
5469;i am hoping a truly do not have food poisoning but definitely feel sick to my stomach after eating here;;;;
5470;i will not eat here again;;;;
5471;fastening vibe and vegas strip friendly;;;;
5472;staff takes care considerably and is very current;;;;
5473;love the scenery! thank you azuza staff;;;;
5474;xoxo ace encore;;;;
5475;this is my second visit;;;;
5476;my first was back during ces in jan;;;;
5477;with a young friend visiting vegas for the first time and who had never had a bloody mary;;;;
5478;service was very good the large bloody mary was impressive and the jack daniel's chocolate cake was to die for;;;;
5479;i liked it enough to want to go again;;;;
5480;except for the big bloody mary meal - slim jim pickles cheese cubes peppers  candied bacon !!!!;;;;
5481;sausage;;;;
5482;red onion (see pics only large u6 shrimp were missing;;;;
5483;) everything else was a disappointment;;;;
5484;service was very strange - the smiles were abundant but everything else about the service was off from how scarce our server was to her not willing to take an order for breakfast from us  yet a table seated after us served by someone else got breakfast;;;;
5485;to how long it took to place our orders to how long it took to get our order;;;;
5486;i got the wings - terrible even though they are a signature dish;;;;
5487;bland small bones broken with sharp points and bone chips all throughout;;;;
5488;now that i think about it i don't know why i didn't complain and send it back;;;;
5489;maybe i was too consumed consuming the bowl sized meal of a bloody mary;;;;
5490;i'd go back just for that;;;;
5491;i'd stay away for everything else (well the jack daniels chocolate cake makes a compelling point;;;;
5492;two stars or even one if not for the bloody mary meal or jack daniels chocolate cake;;;;
5493;we love kneader's! their french toast is literally the best french toast ever;;;;
5494;and their breakfast sandwich on a croissant is sooooo yummy;;;;
5495;we always have the best service there;;;;
5496;workers are nice and friendly and we get our food quickly;;;;
5497;highly recommend kneaders! a great place to go to brunch with friends;;;;
5498;brfc is a solid place to try some really good chicken;;;;
5499;i've been very happy on my recent visits to brfc;;;;
5500;our chicken combos were tender juicy crispy and flavorful;;;;
5501;we like to order their chicken tender combos and dip them in all their different sauces;;;;
5502;my husband and i really enjoy it and plan on returning;;;;
5503;pros;;;;
5504;* friendly & efficient service when you order at the counter;;;;
5505;* clean and modern decor with plenty of seating/table options and large windows;;;;
5506;* large tvs (we watched football during one of our visits);;;;
5507;* combos include their shoestring fries and small cup of coleslaw;;;;
5508;fries;;;;
5509;skinny crispy salty and plentiful;;;;
5510;coleslaw;;;;
5511;a bit bland for my taste;;;;
5512;* their juicy chicken has a nice crisp crunch with a tasty and flavorful seasoning;;;;
5513;their chicken is delicious with a slight spicy dry coating (a hint of cajun);;;;
5514;we do not find it to be greasy and the breading was light and not overwhelming;;;;
5515;* their boylan pop is served at a soda fountain and is sweetened with cane sugar and refillable;;;;
5516;* their iced tea is sweetened with honey or unsweetened and refillable;;;;
5517;* milkshakes are thick and creamy and my husband always orders one with his chicken;;;;
5518;* honey dipping sauce options;;;;
5519;wildflower chipotle and wasabi honey flavors;;;;
5520;i love all their honey options for my chicken tenders;;;;
5521;* other dipping sauce options;;;;
5522;habanero hot sauce and their own brbbq barbecue dip;;;;
5523;* lunch box special deal;;;;
5524;m-f;;;;
5525;11am - 4pm;;;;
5526;3 whole wings fries and a drink = 8 bucks;;;;
5527;cons;;;;
5528;* it seems a bit pricey for what it is;;;;
5529;essentially it is priced a little higher than what you would expect for a chicken joint;;;;
5530;you're looking at $10 - $15 a person for combos;;;;
5531;however i do find it to be a higher quality than most chicken joints;;;;
5532;it's an upscale atmosphere for a 'fast casual' restaurant;;;;
5533;review 1 for 2017;;;;
5534;pretty good for a first time;;;;
5535;my ubereats delivery experience was mediocre but the pizza was one of the best i've tried so far;;;;
5536;i ordered the mediterranean and it had a lot of flavor from all the different veggies and spices;;;;
5537;my only complaint is;;;;
5538;the crust was a bit dry a little more olive oil wouldn't have hurt;;;;
5539;i'm very captious about my pizza but i honestly state i would order another one again in the future;;;;
5540;this place no longer exists;;;;
5541;the site is empty and available for rent;;;;
5542;too bad not sure if another quilt shop close by!;;;;
5543;i both attended and hosted multiple events at sigmas - training executive offsite meeting and a retirement party;;;;
5544;the staff are professional and very organized;;;;
5545;every detail  has been considered - from extra insulated windows to keep out street noise to decaffeinated ice tea;;;;
5546;all the touches a trainer or meeting facilitator could wish for in the technology and variety of spaces (whether board room lunch cafe formal reception area or training room);;;;
5547;i wouldn't consider this aunthentic mexican food like my hubby does but it sure was tasty;;;;
5548;portions are nice and price is right;;;;
5549;i thoroughly enjoyed my chimichanga;;;;
5550;the enchiladas especially the seafood enchilada was flavourful;;;;
5551;i think i was a little suprised to find myself really liking the food;;;;
5552;its more american mexican food but it was good!;;;;
5553;the service i recieved was 5 stars;;;;
5554;everyone was nice i noticed there was mostly teenagers working there and they were very friendly and helpful;;;;
5555;they checked up on us to make sure everything was alright but they weren't overly obtrusive to where you feel bothered;;;;
5556;they put some restaurants to shame and this isn't even that type of restaurant;;;;
5557;definitely will be making this a regular place to go to;;;;
5558;we have been wanting to try this place since it opened and finally went saturday evening;;;;
5559;we sat on the patio and had some delicious cocktails;;;;
5560;we eventually went in and sat at a table for dinner;;;;
5561;the chicken and waffle appetizer was delicious;;;;
5562;for entrees we ordered the shrimp and grits and the steak;;;;
